xanim,pb_rifle_endgame_1stplace_idle
xanim,pb_rifle_endgame_2ndplace_idle
xanim,pb_rifle_endgame_3rdplace_idle
xmodel,c_54i_assault_body
xmodel,c_54i_assault_body_preckill
xmodel,c_54i_assault_f_body
xmodel,c_54i_assault_f_fb
xmodel,c_54i_assault_fullbody
xmodel,c_54i_cqb_body
xmodel,c_54i_cqb_body_preckill
xmodel,c_54i_cqb_f_body
xmodel,c_54i_cqb_f_fullbody
xmodel,c_54i_cqb_fullbody
xmodel,c_54i_cqb_lynch_fb
xmodel,c_54i_cqb_mpc_fb_fe
xmodel,c_54i_sniper_body
xmodel,c_54i_sniper_body_preckill
xmodel,c_54i_sniper_fullbody
xmodel,c_54i_supp_body
xmodel,c_54i_supp_body_preckill
xmodel,c_54i_supp_fullbody
xmodel,c_54i_warlord_body
xmodel,c_54i_warlord_fullbody
xmodel,c_cia_blackstation_victim_1_fb
xmodel,c_cia_blackstation_victim_1_fb_corpse
xmodel,c_cia_blackstation_victim_2_fb
xmodel,c_cia_blackstation_victim_2_fb_corpse
xmodel,c_cia_blackstation_victim_3_fb
xmodel,c_cia_blackstation_victim_3_fb_corpse
xmodel,c_cia_blackstation_victim_4_fb
xmodel,c_cia_blackstation_victim_4_fb_corpse
xmodel,c_civ_sing_female_wife_body
xmodel,c_civ_sing_male_husband_body
xmodel,c_civ_sing_police_body
xmodel,c_civ_sing_police_head
xmodel,c_civ_zur_informant_fb
xmodel,c_ega_soldier_1_body
xmodel,c_ega_soldier_1_chokeout_fb
xmodel,c_ega_soldier_2_body
xmodel,c_ega_soldier_3_body
xmodel,c_ega_soldier_3_pincushion_armoff_fb
xmodel,c_ega_soldier_3_pincushion_fb
xmodel,c_ega_vitol_pilot_1_fb
xmodel,c_hro_dannyli_base_fb
xmodel,c_hro_diaz_base_body
xmodel,c_hro_diaz_base_body_rev
xmodel,c_hro_diaz_base_fb
xmodel,c_hro_goh_min_base_fb
xmodel,c_hro_goh_xiulan_base_cyberarm_burn_fb
xmodel,c_hro_goh_xiulan_base_cyberarm_fb
xmodel,c_hro_goh_xiulan_base_fb
xmodel,c_hro_goh_xiulan_base_rightarmoff_fb
xmodel,c_hro_hakim_fb
xmodel,c_hro_hendricks_base_fb
xmodel,c_hro_hendricks_dronepack_fb
xmodel,c_hro_hendricks_egypt_body
xmodel,c_hro_hendricks_egypt_fb
xmodel,c_hro_hendricks_prologue_body
xmodel,c_hro_hendricks_sing_body
xmodel,c_hro_hendricks_sing_cinematic_fb
xmodel,c_hro_hendricks_sing_fb
xmodel,c_hro_hendricks_undercover_body
xmodel,c_hro_khalil_base_body
xmodel,c_hro_khalil_base_fb
xmodel,c_hro_khalil_egypt_body
xmodel,c_hro_khalil_egypt_fb
xmodel,c_hro_khalil_prisoner_fb
xmodel,c_hro_krueger_base_fb
xmodel,c_hro_maretti_base_body
xmodel,c_hro_maretti_base_body_rev
xmodel,c_hro_maretti_base_fb
