Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_hit_alert,,loaded,mpl\hit\alert\alert_00.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,90,90,0,10000,10000,allon,default,allon,default,3,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,85,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_air,,loaded,mpl\hit\alert\alert_00.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,72,72,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_armor,,loaded,mpl\hit\armor\armor_damage_hit_01.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,88,88,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_armor,,loaded,mpl\hit\armor\armor_damage_hit_02.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,88,88,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_armor,,loaded,mpl\hit\armor\armor_damage_hit_03.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,88,88,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_armor,,loaded,mpl\hit\armor\armor_damage_hit_04.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,88,88,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_armor,,loaded,mpl\hit\armor\armor_damage_hit_05.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,88,88,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_ballholder,,loaded,mpl\hit\alert\hit_ballholder\hit_ballholder_00.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,82,82,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_ballholder,,loaded,mpl\hit\alert\hit_ballholder\hit_ballholder_01.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,82,82,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_ballholder,,loaded,mpl\hit\alert\hit_ballholder\hit_ballholder_02.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,82,82,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_ballholder,,loaded,mpl\hit\alert\hit_ballholder\hit_ballholder_03.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,82,82,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_burn,,loaded,mpl\hit\alert\alert_heatwave.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,80,80,0,10000,10000,allon,default,allon,default,3,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,85,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_clone,,loaded,mpl\hit\alert\hit_indicator_clone_01.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,82,82,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_escort,,loaded,mpl\hit\alert\hit_escort\hit_indicator_escort_01.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,82,82,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_escort,,loaded,mpl\hit\alert\hit_escort\hit_indicator_escort_02.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,82,82,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_escort,,loaded,mpl\hit\alert\hit_escort\hit_indicator_escort_03.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,82,82,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,quad,,nonlooping,,1,25,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_firefly,,loaded,wpn\hero\gel_gun\hit_marker.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,83,83,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_heatwave,,loaded,mpl\hit\alert\alert_heatwave.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,90,90,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,70,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_hpm,,loaded,mpl\hit\alert\alert_hpm_00.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,75,75,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_low,,loaded,mpl\hit\alert\alert_00.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,75,75,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_taser_low,,loaded,mpl\hit\alert\alert_00.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,56,56,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_taser_spike,,loaded,wpn\grenade\taser_mine\after_explo\wpn_prox_aftr_spark_00.wav,,,,,mpl_hit_alert_taser_low,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,52,52,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_taser_spike,,loaded,wpn\grenade\taser_mine\after_explo\wpn_prox_aftr_spark_01.wav,,,,,mpl_hit_alert_taser_low,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,52,52,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_taser_spike,,loaded,wpn\grenade\taser_mine\after_explo\wpn_prox_aftr_spark_02.wav,,,,,mpl_hit_alert_taser_low,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,52,52,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mpl_hit_alert_taser_spike,,loaded,wpn\grenade\taser_mine\after_explo\wpn_prox_aftr_spark_03.wav,,,,,mpl_hit_alert_taser_low,,,BUS_HDRFX,grp_hdrfx,snp_alerts_gameplay,,0,100,52,52,0,10000,10000,allon,default,allon,default,2,oldest,8,oldest,0,0,100,100,0.25,1,no,2d,music_all,,nonlooping,,1,10,50,300,65,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
